Order_ID,Brand,Region,Category,Month,Discount_Pct,Ad_Spend,Customer_Rating,Competitor_Price_Index,Units_Sold,Price_Per_Unit,Revenue,Profit
201319,Alpha,South,Appliances,May,7.32,10504.44,2.78,0.78,106,398.24,42213.44,10318.38
201320,Alpha,South,Clothing,May,21.93,3768.5,2.83,0.95,129,88.22,11380.38,1951.27
201321,Beta,West,Electronics,Mar,2.84,5771.27,4.61,1.08,52,529.3,27523.6,7422.97
201322,Alpha,North,Clothing,Mar,30.81,6307.01,4.61,0.94,162,91.63,14844.06,1935.46
201323,Omega,South,Furniture,Dec,1.8,2042.81,3.68,1.25,29,779.33,22600.57,6089.36
201324,Alpha,North,Electronics,Mar,19.42,2607.97,4.91,0.95,129,541.38,69838.02,12762.65
201325,Omega,East,Clothing,Jun,27.29,6044.64,4.2,1.02,81,84.09,6811.29,1015.88
201326,Beta,South,Electronics,Apr,4.09,4890.63,4.96,0.86,84,508.32,42698.88,11076.08
201327,Alpha,North,Electronics,Mar,14.16,3519.79,3.83,0.83,115,525.19,60396.85,12629.55
201328,Delta,South,Electronics,Feb,1.47,4004.1,3.0,1.07,43,570.46,24529.78,6788.84
201329,Delta,South,Clothing,Mar,23.9,12861.98,3.61,1.04,101,85.99,8684.99,1443.91
201330,Gamma,North,Furniture,Apr,10.76,10883.15,4.95,0.75,85,799.32,67942.2,15471.71
201331,Gamma,South,Clothing,Jun,19.58,8293.53,3.43,0.89,79,92.18,7282.22,1321.31
201332,Delta,South,Furniture,Apr,32.65,13815.37,4.89,1.07,125,793.45,99181.25,11586.55
201333,Beta,South,Clothing,Aug,10.71,2384.19,4.49,1.16,64,88.36,5655.04,1297.27
201334,Omega,South,Clothing,Mar,1.7,6484.15,3.61,0.91,52,96.96,5041.92,1403.29
201335,Omega,East,Clothing,Dec,23.65,12703.99,3.85,1.07,99,92.58,9165.42,1466.6
201336,Delta,South,Furniture,Mar,27.54,10167.76,4.02,0.88,116,732.84,85009.44,12050.61
201337,Alpha,West,Clothing,Mar,33.53,14761.94,4.16,1.1,149,85.86,12793.14,1396.57
201338,Delta,South,Electronics,Aug,5.52,14278.69,2.69,1.1,57,582.25,33188.25,8370.49
201339,Alpha,North,Clothing,Apr,13.72,4209.25,4.83,0.82,140,87.38,12233.2,2504.09
201340,Alpha,West,Electronics,Jan,29.54,14635.83,3.99,1.08,126,509.9,64247.4,8518.4
201341,Beta,East,Appliances,Feb,28.24,14291.95,4.83,0.92,127,405.13,51451.51,7027.45
201342,Gamma,West,Appliances,Oct,21.87,6856.94,4.08,0.84,97,398.46,38650.62,6517.76
201343,Omega,West,Furniture,Feb,9.43,14777.44,3.58,1.0,64,728.37,46615.68,10914.81
201344,Delta,West,Furniture,Mar,9.94,2465.97,3.92,0.98,64,763.59,48869.76,11258.48
201345,Delta,North,Appliances,Jun,4.34,10589.76,4.57,1.14,59,420.03,24781.77,6422.05
201346,Gamma,North,Clothing,Aug,32.26,5459.92,3.32,0.79,109,93.04,10141.36,1219.53
201347,Beta,North,Clothing,Dec,6.05,3683.02,4.89,1.14,87,87.61,7622.07,2000.23
201348,Beta,East,Clothing,Jan,20.05,9507.95,3.66,0.8,96,84.53,8114.88,1519.01
201349,Omega,North,Appliances,Sep,20.45,5982.55,4.89,0.85,104,397.17,41305.68,7426.47
201350,Alpha,North,Electronics,Jan,12.94,10668.73,4.7,1.01,114,576.16,65682.24,14114.38
201351,Omega,West,Furniture,Oct,12.34,9019.75,4.42,0.98,72,701.76,50526.72,11023.92
201352,Gamma,North,Electronics,Feb,23.4,7103.66,3.67,1.24,73,576.24,42065.52,6784.56
201353,Gamma,South,Appliances,Mar,13.59,4363.69,3.97,1.04,55,400.69,22037.95,4720.29
201354,Delta,North,Electronics,Jul,8.93,9816.25,4.6,0.91,83,565.7,46953.1,11086.75
201355,Gamma,East,Clothing,Sep,13.97,12780.0,3.86,1.2,54,91.77,4955.58,1005.66
201356,Omega,East,Clothing,Mar,28.27,9800.06,4.35,0.91,91,84.21,7663.11,1034.19
201357,Omega,South,Electronics,Aug,33.83,9936.79,4.48,0.89,116,564.6,65493.6,7282.04
201358,Gamma,East,Appliances,Sep,22.26,8653.89,3.78,1.0,76,416.47,31651.72,5328.53
201359,Beta,East,Electronics,Oct,27.37,7047.12,3.84,1.21,110,568.23,62505.3,8912.8
201360,Gamma,West,Clothing,Jul,18.65,7946.95,2.99,1.1,57,94.83,5405.31,989.78
201361,Omega,South,Clothing,Apr,21.87,14864.04,3.11,1.09,79,83.37,6586.23,1103.65
201362,Alpha,West,Appliances,Apr,34.58,11745.69,4.76,1.11,154,429.94,66210.76,7111.09
201363,Delta,West,Electronics,Apr,15.34,7597.27,4.6,1.08,84,515.24,43280.16,8787.51
201364,Delta,North,Clothing,Jun,2.32,7944.85,2.53,1.13,46,88.26,4059.96,945.82
201365,Delta,South,Clothing,Apr,33.5,8495.22,4.67,0.85,139,82.98,11534.22,1293.06
201366,Alpha,North,Electronics,May,27.76,10571.08,2.56,0.84,167,534.92,89331.64,12578.53
201367,Delta,North,Electronics,Sep,13.94,8057.46,3.65,0.93,102,520.9,53131.8,11207.05
201368,Omega,West,Furniture,Dec,34.38,10920.33,2.67,1.18,120,756.75,90810.0,9824.64
201369,Alpha,East,Appliances,Jul,12.09,6279.44,4.92,1.11,82,420.82,34507.24,7541.2
201370,Beta,South,Appliances,Aug,13.02,7338.32,4.93,1.03,98,439.71,43091.58,9227.49
201371,Omega,East,Electronics,May,21.34,13232.69,4.03,0.76,102,562.32,57356.64,9948.49
201372,Alpha,West,Appliances,May,9.6,6275.77,3.48,0.87,101,434.42,43876.42,10177.37
201373,Omega,West,Clothing,Nov,24.45,14537.68,3.78,1.15,102,84.13,8581.26,1337.07
201374,Gamma,West,Electronics,Jul,5.35,4242.56,4.41,0.87,57,508.44,28981.08,7333.49
201375,Beta,West,Electronics,Nov,3.78,5141.84,3.06,1.12,63,591.32,37253.16,9747.39
201376,Omega,West,Electronics,Dec,18.72,8027.84,3.6,0.84,111,543.58,60337.38,11164.11
201377,Gamma,West,Furniture,Aug,19.44,12366.31,4.34,1.05,79,737.4,58254.6,10719.74
201378,Gamma,East,Appliances,Sep,3.73,11510.48,3.49,1.06,40,388.75,15550.0,4041.41
201379,Beta,North,Furniture,Feb,33.75,4268.06,2.58,1.13,112,704.27,78878.24,8832.67
201380,Gamma,East,Clothing,Mar,20.07,5076.91,3.77,0.97,64,96.34,6165.76,1211.36
201381,Alpha,South,Appliances,Dec,5.29,9478.42,4.34,1.07,114,433.09,49372.26,12546.41
201382,Beta,East,Furniture,Dec,10.9,5837.14,4.94,0.99,102,739.11,75389.22,16904.43
201383,Omega,West,Electronics,Feb,28.01,7490.23,2.59,1.22,59,585.59,34549.81,4777.04
201384,Beta,East,Furniture,Oct,18.31,8325.72,3.85,1.01,95,760.79,72275.05,13641.21
201385,Delta,North,Electronics,Jul,6.59,9725.2,3.62,0.85,76,571.69,43448.44,10700.42
201386,Beta,South,Furniture,Dec,3.6,5263.67,3.11,1.08,62,741.79,45990.98,12123.48
201387,Delta,East,Furniture,Feb,15.08,4120.82,4.09,1.02,63,741.78,46732.14,9524.32
201388,Alpha,North,Furniture,Dec,11.81,7181.32,2.91,1.15,110,698.2,76802.0,16997.28
201389,Omega,East,Electronics,Feb,22.96,3066.34,3.21,0.84,70,570.59,39941.3,6592.82
201390,Gamma,South,Furniture,Feb,32.38,8847.95,4.45,0.88,107,701.89,75102.23,8871.39
201391,Beta,East,Appliances,Dec,8.67,12914.87,3.65,1.21,74,437.76,32394.24,7697.98
201392,Alpha,West,Appliances,Apr,29.93,3546.68,4.98,1.22,121,399.23,48306.83,6140.55
201393,Alpha,East,Appliances,Jan,32.22,3465.5,3.47,0.97,120,403.02,48362.4,5748.62
201394,Gamma,North,Electronics,Feb,31.57,3042.83,3.66,0.77,99,586.77,58090.23,7140.82
201395,Beta,East,Electronics,Mar,33.32,13022.2,3.25,0.9,120,547.5,65700.0,7391.61
201396,Omega,North,Appliances,Jul,29.47,3049.16,3.09,0.87,96,394.82,37902.72,5060.47
201397,Gamma,South,Appliances,Oct,20.77,14785.01,4.81,0.96,102,447.22,45616.44,8023.87
201398,Beta,East,Appliances,Jan,14.34,6658.31,4.37,0.91,90,416.8,37512.0,7781.03
201399,Delta,South,Clothing,Jun,17.21,6273.91,3.33,1.16,71,84.68,6012.28,1153.69
201400,Delta,South,Appliances,Mar,30.54,3191.21,4.25,0.75,129,412.66,53233.14,6846.17
201401,Alpha,East,Furniture,Mar,10.55,9613.34,4.91,1.07,85,760.72,64661.2,14702.78
201402,Alpha,North,Clothing,Apr,5.57,9616.47,2.69,1.08,70,88.02,6161.4,1490.87
201403,Alpha,South,Clothing,Apr,4.93,8419.48,3.16,1.08,77,96.11,7400.47,1904.35
201404,Delta,South,Electronics,Jul,28.94,6043.26,3.0,1.01,105,529.73,55621.65,7527.96
201405,Delta,East,Furniture,Mar,26.65,6791.55,4.67,1.06,102,711.1,72532.2,10700.64
201406,Gamma,East,Electronics,Aug,17.42,6166.54,2.95,1.16,52,525.44,27322.88,5267.01
201407,Omega,East,Electronics,Aug,9.62,7539.9,3.27,1.14,41,513.37,21048.17,4934.1
201408,Omega,East,Furniture,Nov,23.72,6443.25,3.86,0.77,107,744.28,79637.96,12857.01
201409,Gamma,East,Electronics,Jul,1.35,10781.73,4.05,0.77,52,583.29,30331.08,8307.83
201410,Omega,West,Furniture,Feb,19.89,5845.22,4.52,1.17,64,726.64,46504.96,8359.67
201411,Alpha,East,Furniture,May,13.94,6560.9,3.52,1.04,94,721.0,67774.0,14281.29
201412,Alpha,North,Electronics,Jun,34.23,7660.98,3.84,1.23,147,579.69,85214.43,9376.65
201413,Beta,South,Appliances,Dec,17.76,2051.5,4.91,0.97,131,406.96,53311.76,10279.3
201414,Alpha,North,Electronics,Oct,19.33,8397.07,3.24,0.84,159,547.97,87127.23,15919.23
201415,Gamma,North,Clothing,Apr,24.93,5325.66,3.12,0.99,85,83.25,7076.25,1013.92
201416,Omega,West,Electronics,Oct,16.96,2729.96,4.28,0.97,86,531.26,45688.36,8937.18
201417,Alpha,East,Furniture,May,7.86,13843.28,4.43,1.01,98,705.67,69155.66,16633.59
201418,Alpha,South,Clothing,Sep,18.8,6191.44,3.54,1.15,113,84.32,9528.16,1729.76
201419,Gamma,North,Furniture,Nov,33.05,7539.11,3.03,1.08,109,741.77,80852.93,9383.6
201420,Omega,East,Appliances,Jul,14.35,12755.46,4.45,0.84,73,405.04,29567.92,6311.92
201421,Beta,East,Appliances,Feb,23.79,4168.26,4.18,1.12,86,397.59,34192.74,5415.92
201422,Gamma,West,Clothing,Nov,34.23,13054.01,4.69,1.05,124,90.17,11181.08,1177.91
201423,Alpha,West,Appliances,Jan,29.05,5141.29,4.61,1.04,129,439.09,56642.61,7567.98
201424,Alpha,West,Appliances,Feb,23.07,9657.49,3.01,1.09,108,435.78,47064.24,7707.87
201425,Omega,South,Electronics,Mar,25.76,10913.82,4.58,1.03,94,528.07,49638.58,7561.49
201426,Omega,North,Electronics,Nov,32.78,13765.18,2.94,0.98,135,529.16,71436.6,8306.61
201427,Alpha,West,Appliances,Feb,33.59,9899.29,4.66,1.07,144,435.58,62723.52,7069.78
201428,Omega,West,Appliances,Nov,33.91,7892.01,4.43,1.11,121,423.84,51284.64,5730.34
201429,Delta,West,Electronics,Mar,21.9,9439.5,3.92,0.86,113,571.33,64560.29,11024.42
201430,Omega,North,Appliances,Oct,13.46,4627.07,4.11,1.0,81,386.49,31305.69,6611.52
201431,Gamma,North,Appliances,Nov,4.66,10957.97,2.76,0.98,56,392.26,21966.56,5664.68
201432,Gamma,West,Furniture,Nov,13.49,4429.45,2.6,0.77,78,786.24,61326.72,13029.7
201433,Gamma,West,Appliances,Dec,33.0,9244.22,3.33,1.17,107,443.6,47465.2,5450.12
201434,Delta,East,Clothing,Dec,31.14,10418.85,4.55,0.94,149,87.75,13074.75,1583.8
201435,Alpha,West,Furniture,Sep,18.33,13681.58,3.66,0.79,139,805.0,111895.0,21123.46
201436,Alpha,South,Clothing,Apr,18.8,7852.47,3.06,0.98,119,87.14,10369.66,1953.88
201437,Beta,South,Appliances,Dec,10.81,12079.33,4.59,0.83,134,446.23,59794.82,13552.77
201438,Delta,West,Electronics,Sep,15.91,4177.9,3.07,1.1,63,543.11,34215.93,6811.9
201439,Alpha,North,Furniture,Nov,25.01,4030.55,4.54,1.04,179,757.42,135578.18,21060.55
201440,Delta,East,Electronics,Mar,14.09,8822.37,3.63,0.89,75,562.61,42195.75,8859.59
201441,Omega,North,Furniture,Dec,6.58,9752.43,3.66,1.23,67,705.97,47299.99,11735.44
201442,Alpha,West,Electronics,Jan,18.93,10220.43,3.18,0.9,113,509.27,57547.51,10627.2
201443,Delta,South,Furniture,Nov,7.89,11693.76,4.75,1.03,92,741.22,68192.24,16411.66
201444,Gamma,East,Furniture,May,34.1,5834.11,2.72,1.15,77,709.24,54611.48,6037.67
201445,Omega,North,Clothing,Oct,13.66,10093.9,2.86,1.01,74,90.7,6711.8,1450.39
201446,Alpha,North,Electronics,Oct,31.84,4445.81,4.09,1.23,152,545.92,82979.84,10018.3
201447,Delta,West,Clothing,Feb,7.89,4846.97,4.63,1.17,58,84.56,4904.48,1207.06
201448,Omega,East,Clothing,Apr,6.62,2875.02,2.74,1.21,27,92.39,2494.53,568.18
201449,Omega,South,Electronics,Feb,21.59,11711.01,4.33,0.94,94,507.8,47733.2,8246.72
201450,Delta,West,Furniture,Feb,27.28,8590.91,4.36,1.02,100,705.17,70517.0,10171.84
201451,Gamma,East,Clothing,Mar,19.84,5096.41,3.95,1.17,52,92.88,4829.76,895.82
201452,Delta,North,Electronics,May,8.04,9231.09,3.72,1.2,64,552.45,35356.8,8474.69
201453,Omega,West,Furniture,Apr,1.33,6605.12,3.3,1.22,40,723.83,28953.2,7931.98
201454,Gamma,North,Clothing,Feb,21.64,12883.73,3.38,1.19,67,85.4,5721.8,980.97
201455,Alpha,North,Clothing,Nov,4.59,8865.92,4.19,1.12,96,92.05,8836.8,2262.97
201456,Omega,West,Clothing,Oct,12.01,2387.54,2.66,0.76,75,85.76,6432.0,1453.12
201457,Delta,West,Furniture,Feb,23.65,14806.24,3.96,0.91,113,808.15,91320.95,14850.26
201458,Delta,West,Clothing,Jun,3.43,2965.88,3.2,0.81,58,95.32,5528.56,1462.64
201459,Alpha,West,Furniture,Jul,4.45,11047.46,3.67,0.83,92,705.86,64939.12,16711.38
201460,Delta,West,Appliances,Dec,2.16,7684.33,3.9,0.9,76,444.14,33754.64,9039.21
201461,Beta,North,Clothing,Oct,34.86,5241.13,4.71,0.79,184,87.77,16149.68,1674.28
201462,Delta,South,Appliances,Jun,13.55,10793.96,3.95,0.87,96,419.33,40255.68,8653.48
201463,Alpha,South,Electronics,Jul,31.7,3636.67,3.07,1.23,118,518.57,61191.26,7516.17
201464,Delta,West,Clothing,Jan,10.28,13157.21,2.7,0.91,63,84.51,5324.13,1265.05
201465,Omega,North,Electronics,Jun,26.36,5257.96,4.07,0.83,97,582.16,56469.52,8432.62
201466,Alpha,South,Electronics,Nov,7.67,6698.9,3.86,1.11,95,561.43,53335.85,12861.97
201467,Omega,South,Electronics,Mar,17.44,10224.37,4.18,1.16,67,546.52,36616.84,7112.01
201468,Beta,South,Appliances,Jan,28.86,2013.38,3.65,0.91,108,388.83,41993.64,5755.09
201469,Omega,North,Furniture,Aug,28.57,8145.73,4.56,0.89,107,800.64,85668.48,11745.08
201470,Delta,West,Appliances,Apr,27.8,13625.24,4.8,0.87,126,411.67,51870.42,7254.52
201471,Gamma,West,Appliances,Oct,28.83,10845.4,2.6,0.95,102,414.4,42268.8,5669.9
201472,Delta,West,Electronics,Aug,7.4,7042.7,4.36,0.79,77,531.5,40925.5,9965.29
201473,Omega,East,Clothing,Oct,16.88,10585.52,2.59,1.08,70,95.63,6694.1,1285.12
201474,Beta,East,Furniture,Nov,16.97,14175.4,3.61,1.16,93,731.35,68015.55,13289.78
201475,Beta,East,Electronics,Apr,31.17,4441.47,3.65,1.08,106,521.33,55260.98,6846.92
201476,Delta,North,Furniture,Apr,10.39,8913.5,4.24,0.96,81,750.07,60755.67,13799.86
201477,Omega,South,Appliances,Dec,32.6,5051.59,3.38,0.89,146,438.92,64082.32,7586.12
201478,Delta,South,Furniture,Oct,15.78,13104.92,4.55,0.95,115,734.56,84474.4,16935.03
201479,Delta,North,Furniture,Apr,23.44,11373.65,3.36,0.96,115,768.25,88348.75,14349.99
201480,Gamma,North,Clothing,Jun,9.41,12413.99,3.36,1.08,60,87.18,5230.8,1218.15
201481,Omega,West,Electronics,Sep,14.36,14259.15,3.06,1.21,55,569.34,31313.7,6526.66
201482,Alpha,West,Furniture,May,24.84,5020.01,4.21,0.79,153,770.25,117848.25,18282.26
201483,Gamma,East,Furniture,Dec,17.95,2633.35,2.69,1.23,56,771.69,43214.64,8262.63
201484,Alpha,East,Appliances,Oct,32.57,5781.75,3.41,1.21,142,429.8,61031.6,7183.1
201485,Beta,North,Appliances,Aug,25.8,7188.81,3.17,0.81,127,396.9,50406.3,7720.91
201486,Beta,East,Furniture,Aug,19.75,10127.08,3.07,0.84,98,796.56,78062.88,14163.42
201487,Beta,South,Electronics,Apr,31.03,12370.16,2.65,0.91,140,557.55,78057.0,9740.56
201488,Delta,North,Furniture,Nov,23.29,6547.44,2.98,1.03,117,735.89,86099.13,14035.34
201489,Beta,North,Furniture,Oct,22.66,8155.46,3.62,0.82,145,710.68,103048.6,17114.56
201490,Gamma,South,Clothing,Sep,8.62,12211.07,3.76,0.85,71,94.08,6679.68,1573.19
201491,Beta,West,Electronics,Sep,13.82,4929.27,3.17,1.2,63,550.8,34700.4,7252.51
201492,Beta,West,Clothing,May,23.92,4822.72,4.13,0.8,124,84.92,10530.08,1730.13
201493,Beta,South,Electronics,Jun,31.21,9660.03,3.34,0.95,133,587.09,78082.97,9656.99
201494,Alpha,South,Electronics,May,11.04,7668.74,3.42,1.13,88,515.34,45349.92,10256.11
201495,Delta,East,Electronics,Mar,7.54,14335.66,4.46,1.19,64,552.13,35336.32,8576.57
201496,Delta,North,Clothing,Nov,20.78,6641.4,3.88,0.92,133,91.59,12181.47,2161.68
201497,Delta,East,Clothing,Aug,2.35,11874.22,4.88,0.83,76,97.19,7386.44,1932.48
201498,Gamma,South,Clothing,Sep,25.01,9580.21,3.4,1.12,84,84.83,7125.72,1136.49
201499,Beta,East,Appliances,Apr,24.61,2709.49,4.57,1.14,98,427.63,41907.74,6599.2
201500,Omega,South,Clothing,Sep,12.42,3097.01,4.35,1.24,56,89.66,5020.96,997.48
201501,Gamma,East,Appliances,Sep,31.24,4641.03,4.73,0.82,99,403.68,39964.32,5011.54
201502,Gamma,East,Appliances,Jul,17.58,3860.98,4.89,1.1,53,449.72,23835.16,4622.47
201503,Alpha,West,Appliances,Aug,22.6,6281.83,2.52,0.96,111,439.54,48788.94,8108.1
201504,Beta,South,Furniture,Mar,7.34,9526.86,2.72,1.21,58,783.25,45428.5,11099.6
201505,Beta,East,Furniture,May,14.61,9830.71,4.19,0.95,96,797.9,76598.4,15831.09
201506,Beta,North,Furniture,Mar,30.18,9640.98,3.48,0.97,129,777.01,100234.29,12907.91
201507,Gamma,East,Appliances,Jul,7.45,3528.91,4.55,0.81,62,420.45,26067.9,6345.55
201508,Gamma,East,Appliances,Jun,13.67,9802.93,2.53,0.91,57,412.71,23524.47,5028.31
201509,Delta,North,Electronics,Nov,11.13,7326.71,4.52,0.95,110,567.96,62475.6,14092.75
201510,Delta,South,Appliances,Mar,5.29,13739.68,2.84,0.76,83,426.91,35433.53,9072.02
201511,Omega,West,Furniture,Sep,10.14,13855.79,3.23,0.97,68,755.15,51350.2,11695.08
201512,Delta,West,Appliances,Dec,8.15,11986.26,4.92,0.92,113,425.98,48135.74,11428.93
201513,Omega,West,Appliances,Jan,32.33,11140.39,2.63,1.15,81,430.44,34865.64,4104.87
201514,Alpha,North,Electronics,Oct,25.94,3494.39,3.37,0.8,163,591.25,96373.75,14439.85
201515,Alpha,East,Appliances,Mar,11.06,3101.02,2.71,1.13,68,437.01,29716.68,6800.83
201516,Alpha,South,Clothing,Nov,26.72,12930.84,4.63,1.11,177,85.34,15105.18,2225.41
201517,Delta,East,Electronics,Oct,0.77,7551.21,4.26,0.87,67,547.08,36654.36,10111.59
201518,Omega,West,Appliances,Nov,18.43,7867.71,4.5,0.79,107,431.98,46221.86,8655.67
201519,Beta,East,Appliances,Jul,8.76,13021.31,3.82,1.17,61,398.2,24290.2,5747.28
201520,Omega,North,Electronics,Mar,4.0,10078.6,3.39,0.87,56,588.08,32932.48,8456.54
201521,Alpha,North,Appliances,Mar,30.93,4332.29,2.51,0.82,157,391.58,61478.06,7751.37
201522,Omega,South,Furniture,Feb,6.98,4743.17,3.19,0.93,53,763.32,40455.96,9985.8
201523,Beta,South,Clothing,Sep,28.78,2082.9,3.79,0.95,121,96.85,11718.85,1509.22
201524,Alpha,West,Clothing,Nov,14.46,11238.71,4.16,0.91,144,93.28,13432.32,2819.02
201525,Gamma,South,Furniture,Apr,0.5,8312.95,3.07,1.24,30,771.27,23138.1,6443.2
201526,Beta,East,Appliances,Oct,25.64,14349.53,2.85,1.19,106,453.43,48063.58,7322.64
201527,Beta,North,Appliances,Jun,20.87,11282.17,3.0,1.19,87,439.61,38246.07,6743.96
201528,Beta,North,Clothing,Feb,12.05,3340.98,3.39,0.95,85,96.77,8225.45,1754.43
201529,Omega,North,Appliances,Sep,9.85,4100.04,2.87,1.23,52,433.37,22535.24,5193.11
201530,Gamma,South,Clothing,Jul,2.58,8522.42,2.89,1.09,36,92.38,3325.68,931.82
201531,Beta,North,Clothing,Oct,32.95,14023.36,2.61,1.17,137,93.78,12847.86,1396.27
201532,Delta,North,Furniture,May,17.29,5214.26,4.64,1.0,96,712.65,68414.4,13247.23
201533,Delta,North,Clothing,Jul,2.99,12732.54,3.05,0.83,70,94.4,6608.0,1779.99
201534,Beta,West,Appliances,Apr,30.4,6059.54,4.55,1.19,109,451.59,49223.31,6282.6
201535,Beta,West,Appliances,Oct,9.76,5508.66,3.6,0.99,87,427.5,37192.5,8622.59
201536,Alpha,South,Electronics,Jul,7.13,13718.11,4.08,1.23,83,507.09,42088.47,10286.31
201537,Alpha,North,Appliances,Feb,9.83,2614.14,2.69,0.88,99,391.24,38732.76,8930.6
201538,Delta,South,Electronics,Jul,19.76,10589.63,3.96,1.25,73,526.65,38445.45,6944.93
201539,Alpha,North,Clothing,Apr,2.59,2561.18,3.22,0.86,79,89.87,7099.73,1959.73
201540,Gamma,North,Appliances,Apr,16.86,12409.93,2.74,0.93,80,414.2,33136.0,6478.83
201541,Delta,North,Furniture,Jan,31.35,12782.26,4.77,1.05,121,807.51,97708.71,11999.81
201542,Alpha,South,Furniture,Dec,6.59,13613.64,4.01,1.1,113,803.47,90792.11,22366.92
201543,Gamma,South,Furniture,Mar,11.59,4419.17,3.1,1.11,58,737.13,42753.54,9417.83
201544,Beta,North,Clothing,May,13.86,3618.48,3.55,0.99,88,94.24,8293.12,1674.82
201545,Omega,East,Clothing,May,20.52,8545.96,3.39,0.79,89,91.96,8184.44,1429.1
201546,Gamma,South,Electronics,Feb,32.17,5531.22,4.25,1.0,94,527.4,49575.6,5900.46
201547,Omega,West,Furniture,Apr,13.81,9881.87,4.02,0.92,80,801.74,64139.2,13514.69
201548,Gamma,South,Electronics,Jan,2.42,8678.71,2.55,1.08,31,528.84,16394.04,4350.21
201549,Alpha,North,Electronics,Sep,12.18,3883.08,2.99,0.84,117,582.59,68163.03,14907.28
201550,Delta,East,Appliances,Jan,6.65,11610.52,3.7,0.95,62,429.25,26613.5,6600.42
201551,Omega,North,Appliances,Jun,22.81,12449.2,3.61,1.23,75,428.14,32110.5,5380.12
201552,Delta,West,Furniture,Jul,1.02,14519.56,3.79,0.79,68,790.61,53761.48,14863.97
201553,Omega,South,Clothing,Mar,10.22,7142.01,4.29,1.05,66,89.92,5934.72,1360.45
201554,Omega,South,Appliances,Dec,19.08,6390.55,4.21,0.8,129,443.75,57243.75,10633.18
201555,Beta,North,Clothing,Jan,9.71,4499.41,3.43,0.83,83,90.72,7529.76,1750.13
201556,Alpha,North,Electronics,Jul,19.28,4351.25,4.69,1.05,126,592.65,74673.9,13782.02
201557,Delta,West,Electronics,Mar,4.01,6173.69,2.66,0.97,55,564.07,31023.85,8094.06
201558,Beta,East,Electronics,Oct,33.0,14763.62,3.96,1.02,139,538.92,74909.88,8616.84
201559,Omega,West,Electronics,Dec,10.18,3199.36,4.87,1.19,71,573.18,40695.78,9223.89
201560,Omega,East,Furniture,Dec,32.31,5371.76,3.87,1.16,112,751.19,84133.28,9958.15
201561,Beta,South,Electronics,Jun,11.4,3117.72,3.64,1.19,63,576.93,36346.59,8064.75
201562,Beta,East,Appliances,Dec,27.36,5557.21,2.83,1.06,123,442.41,54416.43,7774.12
201563,Delta,East,Electronics,Jun,8.62,3201.22,4.53,0.99,65,560.29,36418.85,8690.34
201564,Beta,South,Clothing,Dec,23.44,8608.02,3.43,0.98,144,95.36,13731.84,2256.78
201565,Omega,South,Appliances,Apr,11.33,7698.62,4.25,1.12,64,413.51,26464.64,5961.09
201566,Gamma,South,Clothing,Dec,17.82,4262.65,2.99,1.01,94,83.63,7861.22,1529.31
201567,Delta,West,Clothing,Nov,23.58,4272.5,2.6,0.8,122,92.34,11265.48,1777.96
201568,Alpha,South,Furniture,Jun,20.61,10139.42,3.26,0.82,143,781.73,111787.39,19877.26
201569,Delta,North,Furniture,Nov,20.17,7032.58,3.2,0.93,123,698.74,85945.02,15388.44
201570,Gamma,South,Clothing,Oct,2.3,2730.53,4.68,0.78,79,93.9,7418.1,2043.73
201571,Gamma,South,Clothing,Apr,8.72,13962.5,4.66,0.87,73,92.0,6716.0,1669.17
201572,Alpha,South,Electronics,Aug,20.01,7264.38,3.83,1.08,106,516.24,54721.44,9779.11
201573,Delta,East,Appliances,Sep,0.64,9683.62,2.55,0.76,61,422.68,25783.48,7132.26
201574,Omega,West,Electronics,Feb,8.77,13510.36,3.07,1.05,55,515.57,28356.35,6731.25
201575,Alpha,South,Furniture,Jul,8.02,7228.07,4.1,1.14,81,728.59,59015.79,14143.89
201576,Alpha,West,Furniture,Sep,8.74,12668.58,2.75,0.84,108,786.48,84939.84,20208.14
201577,Alpha,North,Electronics,Sep,18.75,13891.78,4.25,0.84,149,514.87,76715.63,14301.65
201578,Delta,North,Appliances,Dec,20.37,4262.88,2.53,0.76,136,417.27,56748.72,10140.76
201579,Delta,South,Clothing,May,31.81,13602.4,4.21,1.01,133,91.52,12172.16,1563.99
201580,Gamma,North,Electronics,Jan,13.51,3557.82,4.61,1.08,56,588.77,32971.12,6935.69
201581,Beta,West,Furniture,Jun,32.43,5576.66,3.67,0.98,122,778.47,94973.34,11170.58
201582,Beta,East,Appliances,Aug,22.82,12506.75,4.57,0.94,117,395.76,46303.92,7633.88
201583,Gamma,South,Furniture,Jan,31.94,13708.9,4.45,0.98,102,806.26,82238.52,9914.91
201584,Gamma,North,Appliances,Feb,29.17,10893.8,4.18,1.14,90,418.52,37666.8,5134.83
201585,Omega,West,Appliances,Jan,24.07,3362.74,3.61,0.77,92,411.25,37835.0,5988.05
201586,Alpha,West,Appliances,May,12.46,8798.9,3.18,1.14,87,395.05,34369.35,7411.66
201587,Delta,North,Electronics,Feb,8.44,9444.24,4.65,1.08,78,588.15,45875.7,10918.21
201588,Beta,West,Electronics,Oct,7.78,5664.18,4.12,0.87,88,557.59,49067.92,11898.25
201589,Gamma,West,Electronics,Oct,33.33,14886.85,4.5,1.01,111,592.94,65816.34,7420.85
